Date add,Word,Translation,Date of the last training,Training status,Number of training
2022-08-08,valuable,ценный,,T,0
2022-08-08,value,ценность,,T,0
2022-08-08,various,различный,,T,0
2022-08-08,version,версия,,T,0
2022-08-08,victim,жертва,,T,0
2022-08-08,view,осматривать,,T,0
2022-08-08,viewer,зритель,,T,0
2022-08-08,volunteer,волонтер,,T,0
2022-08-08,vote,голосовать,,T,0
2022-08-08,warn,предупреждать,,T,0
2022-08-08,warning,предупреждение,,T,0
2022-08-08,waste,растрачивать,,T,0
2022-08-08,water,воды,,T,0
2022-08-08,wave,волна,,T,0
2022-08-08,weapon,оружие,,T,0
2022-08-08,weigh,взвешивать,,T,0
2022-08-08,western,вестерн,,T,0
2022-08-08,while,в то время как,,T,0
2022-08-08,wing,крыло,,T,0
2022-08-08,wonder,удивляться,,T,0
2022-08-08,worldwide,по всему миру,,T,0
2022-08-08,worth,стоить,,T,0
2022-08-08,written,написаный,,T,0
2022-08-08,yard,двор,,T,0
2022-08-08,youth,молодость,,T,0
