Date add,Word,Translation,Date of the last training,Training status,Number of training
2022-08-08,sedition,"подстрекательство, крамола",,T,
2022-08-08,sedulous,усердный,,T,
2022-08-08,semantic,смысловой,,T,
2022-08-08,sentient,наделенный чувствительностью,,T,
2022-08-08,seraphic,"ангельский, неземной",,T,
2022-08-08,sinecure,оплачиваемая должность не требующая большого труда,,T,
2022-08-08,skirt,окраина,,T,
2022-08-08,skittish,"пугливый, капризный",,T,
2022-08-08,slake,"утолять, гасить",,T,
2022-08-08,slew,множество,,T,
2022-08-08,slight,"неуважение, обида, хрупкий",,T,
2022-08-08,sobriquet,прозвище,,T,
2022-08-08,solecism,"грамматическая ошибка, нарушение приличий",,T,
2022-08-08,solicitous,заботливый,,T,
2022-08-08,somatic,телесный,,T,
2022-08-08,soporific,сонотворное,,T,
2022-08-08,sound the depths,осторожно выспрашивать,,T,
2022-08-08,spate,наплыв,,T,
2022-08-08,spearhead,возглавлять,,T,
2022-08-08,specious,внешне убедительный (напр. довод),,T,
2022-08-08,sportive,игрывый,,T,
2022-08-08,squalid,"нищенский, запущенный",,T,
2022-08-08,squelch,"подавлять, хлюпать",,T,
2022-08-08,standing,положение,,T,
2022-08-08,stark,"голый, абсолютный",,T,
2022-08-08,stasis,"равновесие, стаз",,T,
2022-08-08,steeped,"погруженный, пропитанный",,T,
2022-08-08,stem,"брать начало, задерживать",,T,
2022-08-08,stentorian,громовой,,T,
2022-08-08,stigma,клеймо,,T,
2022-08-08,stingy,скупой,,T,
2022-08-08,stint,"срок, скупиться",,T,
2022-08-08,stipulate,оговаривать,,T,
2022-08-08,stolid,флегматичный,,T,
2022-08-08,stratagem,"военная хитрость, уловка",,T,
2022-08-08,stratum,"пласт, слой",,T,
2022-08-08,strut,"подпора, стойка",,T,
2022-08-08,stymie,загнать в угол,,T,
2022-08-08,sublime,возвышенный,,T,
2022-08-08,subpoena,"вызывать в суд, повестка",,T,
2022-08-08,succeeding,последующие,,T,
2022-08-08,sully,"пятнать, пачкать",,T,
2022-08-08,supersede,заменить,,T,
2022-08-08,supplant,"вытеснять, замещать",,T,
2022-08-08,supplicate,умолять,,T,
2022-08-08,supposition,предположение,,T,
2022-08-08,surfeit,избыток,,T,
2022-08-08,surly,"сердитый, неприветливый",,T,
2022-08-08,surmise,предполагать,,T,
2022-08-08,surrogate,"заместитель, замещать",,T,
2022-08-08,sybarite,"праздный человек, сибарит",,T,
2022-08-08,sycophant,подхалимец,,T,
2022-08-08,symbiosis,"взаимовыгодное сожительство, симбиоз",,T,
2022-08-08,synchronous,синхронный,,T,
2022-08-08,synoptic,"сводный, обзорный",,T,
2022-08-08,table,"откладывать, ставить на обсуждение",,T,
2022-08-08,tacit,молчаливый,,T,
2022-08-08,taciturn,неразговорчивый,,T,
2022-08-08,tangential,косвенный,,T,
2022-08-08,tawdry,кричаще безвкусный,,T,
2022-08-08,temperance,умеренность,,T,
2022-08-08,tendentious,"пристрастный, необъективный",,T,
2022-08-08,tenuous,слабый,,T,
2022-08-08,terrestrial,земной,,T,
2022-08-08,terse,немногословный,,T,
2022-08-08,timorous,пугливый,,T,
2022-08-08,tirade,(злая) тирада,,T,
2022-08-08,toady,подхалим,,T,
2022-08-08,token,"знак, символический",,T,
2022-08-08,tome,том,,T,
2022-08-08,torpor,"вялость, апатия",,T,
2022-08-08,torrid,знойный,,T,
2022-08-08,tortuous,извилистый,,T,
2022-08-08,tractable,"сговорчивый, легко подающийся обработке",,T,
2022-08-08,transgression,проступок,,T,
2022-08-08,travesty,пародия,,T,
2022-08-08,treacherous,предательский,,T,
2022-08-08,trenchant,резкий,,T,
2022-08-08,trifling,незначительный,,T,
2022-08-08,trite,банальный,,T,
2022-08-08,truculent,свирепый,,T,
2022-08-08,tumultuous,буйный,,T,
2022-08-08,turgid,"высокопарный, надутый",,T,
2022-08-08,turpitude,низость,,T,
2022-08-08,tyro,новичок,,T,
2022-08-08,ubiquitous,повсеместный,,T,
2022-08-08,umbrage,обида,,T,
2022-08-08,unconscionable,недобросовестный,,T,
2022-08-08,underscore,подчеркивать,,T,
2022-08-08,unearth,выкапывать,,T,
2022-08-08,unequivocal,недвухсмысленный,,T,
2022-08-08,unprecedented,не имеющий аналогов,,T,
2022-08-08,unseemly,непристойный,,T,
2022-08-08,unsparing,"щедрый, беспощадный",,T,
2022-08-08,untempered,неумеренный,,T,
2022-08-08,upbraid,укорять,,T,
2022-08-08,usury,ростовщичество,,T,
2022-08-08,vacillate,колебаться,,T,
2022-08-08,vanguard,авангард,,T,
2022-08-08,variegated,"разноцветный, пестрый",,T,
2022-08-08,venerate,"почитать, благоговеть",,T,
2022-08-08,veracity,достоверность,,T,
2022-08-08,verbose,многословный,,T,
2022-08-08,verdant,"зеленый, неопытный",,T,
2022-08-08,verisimilar,правдоподобный,,T,
2022-08-08,vernal,"весенний, свежий",,T,
2022-08-08,vestige,"рудимент, остаток",,T,
2022-08-08,vex,раздражать,,T,
2022-08-08,via,через,,T,
2022-08-08,viable,"жизнеспособный, осуществимый",,T,
2022-08-08,vicissitude,"перемена, чередование",,T,
2022-08-08,vim,"напор, энергия",,T,
2022-08-08,vintage,"марочный, урожай винограда",,T,
2022-08-08,virulent,"ядовитый, злобный",,T,
2022-08-08,viscid,"густой, липкий",,T,
2022-08-08,vitriol,едкий,,T,
2022-08-08,vituperate,"поносить, бранить",,T,
2022-08-08,vociferous,"громкоголосый, ярый",,T,
2022-08-08,volatile,"непостоянный, взрывоопасный",,T,
2022-08-08,voluble,болтливый,,T,
2022-08-08,wan,"бледный, болезненный",,T,
2022-08-08,wanton,"беспричинный, распутный",,T,
2022-08-08,warranted,"оправдано, заслужено, подтверждено",,T,
2022-08-08,wary,осмотрительный,,T,
2022-08-08,welter,"сумбур, валяться",,T,
2022-08-08,whereas,в то время как,,T,
2022-08-08,whet,разжигать,,T,
2022-08-08,whimsical,причудливый,,T,
2022-08-08,whitewash,"побелка, обелить",,T,
2022-08-08,wily,"коварный, лукавый",,T,
2022-08-08,winnow,отсеивать,,T,
2022-08-08,winsome,обаятельный,,T,
2022-08-08,wizened,сморщенный,,T,
2022-08-08,xenophobia,ксенофобия,,T,
2022-08-08,yoke,"ярмо, впрягать",,T,
2022-08-08,zeal,рвение,,T,
2022-08-08,zenith,высшая точка,,T,
